"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"783",783,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"784",784,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"785",785,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"786",786,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"787",787,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"788",788,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"789",789,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"790",790,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","loliacea","Tillandsia loliacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"791",791,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Orchidaceae","Trichocentrum","cepula","Trichocentrum cepula","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"792",792,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"793",793,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"794",794,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"795",795,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"796",796,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"797",797,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"798",798,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"799",799,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"800",800,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"801",801,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.49304,-21.835704,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"802",802,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"803",803,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"804",804,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"805",805,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"806",806,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"807",807,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"808",808,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"809",809,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"810",810,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"811",811,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.620267,-21.915905,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"812",812,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"813",813,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"814",814,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"815",815,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"816",816,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"817",817,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"818",818,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"819",819,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"820",820,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.997922,-21.954554,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"821",821,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"822",822,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"823",823,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"824",824,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"825",825,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"826",826,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"827",827,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"828",828,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"829",829,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"830",830,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.385906,-21.990395,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"831",831,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"832",832,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"833",833,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum",NA,"Bulbophyllum sp.2","morpho",NA,0,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"834",834,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"835",835,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"836",836,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"837",837,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"838",838,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","tridactylum","Epidendrum tridactylum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"839",839,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","","Epiphyte",0,0,0,1,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"840",840,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","","Epiphyte",0,0,0,1,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"841",841,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"842",842,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"843",843,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.890811,-22.012336,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
